id,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
6535,2,5,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0
6536,3,42,18,5,7,12,3,1,0,4,9,12,5,8,8,0,0
6537,10,376,216,69,31,100,14,2,33,24,40,157,76,96,64,1,0
6538,9,90,31,12,2,14,5,6,1,4,7,21,10,11,9,8,2
6539,4,126,25,8,5,13,6,3,7,4,20,25,11,6,3,0,0
6540,3,110,30,21,2,23,11,6,1,5,14,29,14,1,0,7,2
6541,10,65,20,5,0,5,12,2,0,3,5,12,6,9,8,0,0
6542,8,38,12,5,2,7,1,0,3,0,9,11,3,9,6,0,0
6543,23,1000,707,236,119,355,71,13,55,56,67,505,286,296,135,0,0
6544,8,172,30,26,19,45,2,2,17,8,20,19,10,22,10,0,0
6545,8,59,15,14,3,17,5,1,2,4,10,16,6,0,0,9,3
6546,5,84,41,6,9,15,2,3,2,8,6,26,14,15,13,2,0
6547,5,221,129,30,8,38,37,9,1,18,16,113,50,26,20,23,9
6548,4,90,30,7,2,9,5,3,1,1,9,24,11,8,6,10,2
6549,23,417,110,56,17,73,10,4,6,8,45,105,34,21,19,66,23
6550,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6551,16,614,239,92,22,114,69,32,7,37,49,198,83,70,52,70,21
6552,5,70,20,10,6,16,1,2,1,3,18,16,9,6,2,0,0
6553,10,260,59,42,24,66,5,3,8,13,36,52,28,6,3,0,0
6554,4,89,20,1,0,1,5,6,0,7,4,31,8,0,0,14,4
6555,10,374,130,51,28,79,9,10,30,17,35,101,48,47,34,0,0
6556,23,766,285,82,10,92,48,15,4,36,50,228,93,89,71,67,28
6557,9,333,158,36,18,54,19,11,7,18,35,145,56,45,33,40,13
6558,4,155,94,38,17,55,10,7,12,8,15,83,31,42,32,1,0
6559,4,45,12,2,1,3,4,2,1,1,2,12,5,2,2,0,0
6560,5,174,77,21,0,21,13,8,4,15,18,79,32,13,11,7,2
6561,9,263,127,45,16,61,14,10,10,15,31,115,48,31,23,36,8
6562,23,964,479,91,10,101,78,16,11,50,71,391,171,133,107,70,30
6563,4,83,21,14,5,19,1,2,3,7,12,18,8,9,5,0,0
6564,10,371,140,43,9,52,21,16,5,15,27,114,48,41,31,45,13
6565,16,493,181,88,19,107,31,14,13,26,59,150,68,49,39,21,6
6566,18,78,17,13,9,22,4,1,6,4,16,13,5,10,7,0,0
6567,15,276,84,43,10,53,30,4,0,15,29,56,22,47,39,6,1
6568,4,122,50,13,5,18,5,2,0,8,10,41,19,16,11,3,1
6569,22,408,119,44,7,51,67,11,4,17,46,107,45,16,13,48,16
6570,4,79,18,5,7,12,1,3,1,4,15,17,8,2,2,1,0
6571,16,604,274,27,13,40,44,19,4,27,44,181,88,78,69,53,29
6572,22,461,241,54,24,78,21,10,20,27,84,207,103,40,35,1,0
6573,5,138,37,10,0,10,35,4,1,7,14,31,15,4,4,4,3
6574,16,700,299,58,12,70,58,18,5,37,28,266,110,88,69,30,10
6575,3,120,74,11,1,12,10,2,0,14,4,59,24,31,23,7,3
6576,10,350,112,23,7,30,103,13,2,26,30,89,41,30,23,18,7
6577,5,129,44,15,2,17,3,4,0,5,7,40,16,9,6,13,6
6578,16,447,142,34,8,42,58,8,4,19,43,135,56,24,20,30,10
6579,1,10,2,0,0,0,0,2,0,1,0,3,1,2,0,0,0
6580,4,94,24,6,2,8,2,3,1,1,7,30,12,0,0,3,0
6581,10,47,12,12,4,16,0,0,2,1,10,8,4,4,4,0,0
6582,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6583,16,251,69,32,18,50,5,3,6,14,44,61,31,10,7,0,0
6584,5,142,77,18,6,24,10,1,4,1,14,59,29,17,14,15,5
6585,10,136,33,23,6,29,3,0,2,11,29,27,13,14,7,1,0
6586,1,4,0,1,1,2,1,0,1,0,2,1,0,0,0,0,0
6587,2,10,4,2,0,2,0,0,0,3,1,5,1,2,2,1,0
6588,7,67,28,8,4,12,11,4,1,9,5,28,10,8,7,2,1
6589,2,16,0,5,1,6,0,2,0,1,1,3,0,0,0,0,0
6590,4,121,36,32,13,45,2,1,12,8,13,31,14,12,8,0,0
6591,1,4,0,1,0,1,0,1,0,1,1,2,0,0,0,0,0
6592,16,605,286,72,31,103,28,15,20,23,52,225,110,75,58,13,8
6593,16,439,150,57,11,68,65,22,5,20,40,113,57,21,15,53,21
6594,10,170,64,23,18,41,1,4,3,8,23,60,25,24,14,0,0
6595,5,196,122,34,14,48,27,8,10,8,14,110,47,34,27,5,1
6596,14,188,105,23,12,35,13,7,0,16,33,83,37,41,29,10,2
6597,4,152,44,9,3,12,19,8,0,6,17,48,16,9,9,10,3
6598,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6599,5,87,33,11,4,15,1,1,0,5,8,16,11,12,11,0,0
6600,5,145,52,7,1,8,12,3,0,8,8,48,18,10,8,25,8
6601,3,73,15,14,7,21,2,3,0,3,8,14,7,8,1,0,0
6602,3,76,39,20,6,26,1,2,0,2,11,33,12,20,15,0,0
6603,5,93,51,19,9,28,2,2,5,4,16,36,23,6,5,0,0
6604,5,99,51,9,2,11,18,8,0,6,3,33,18,11,8,11,7
6605,18,768,452,55,19,74,108,24,10,43,44,331,158,86,79,119,57
6606,5,8,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0
6607,4,29,9,2,1,3,3,3,2,0,2,8,3,4,3,0,0
6608,7,194,54,16,3,19,17,3,0,15,10,61,16,21,16,22,6
6609,2,17,5,0,0,0,0,1,0,1,2,6,2,0,0,3,1
6610,4,167,53,17,5,22,19,8,2,11,10,45,17,13,12,19,7
6611,2,28,10,3,1,4,4,1,0,1,3,10,4,2,2,0,0
6612,2,12,7,1,0,1,2,0,1,0,0,6,3,0,0,2,1
6613,7,55,16,0,3,3,4,1,0,3,7,17,7,0,0,7,2
6614,15,124,34,9,4,13,7,15,0,5,20,27,12,14,8,8,2
6615,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6616,4,61,23,6,1,7,2,0,2,2,6,19,7,7,7,6,2
6617,4,163,39,13,6,19,37,4,0,6,15,39,17,4,4,3,1
6618,3,26,3,4,1,5,2,0,0,1,5,6,1,1,1,1,0
6619,10,137,38,12,16,28,2,7,6,4,29,37,15,9,8,0,0
6620,3,58,12,1,1,2,2,2,2,2,8,16,5,0,0,8,2
6621,10,256,64,47,24,71,5,4,30,10,37,51,27,13,10,0,0
6622,4,153,61,15,2,17,25,4,2,8,10,62,27,3,3,9,4
6623,3,54,18,3,0,3,4,2,0,1,3,13,6,0,0,11,6
6624,10,385,80,59,41,100,11,12,14,12,31,67,28,29,24,0,0
6625,2,4,3,0,0,0,0,0,0,1,0,1,0,4,3,0,0
6626,16,694,471,87,29,116,97,25,12,51,53,358,168,151,124,34,11
6627,4,34,2,3,3,6,0,1,0,1,6,2,1,0,0,0,0
6628,5,75,30,13,8,21,3,5,0,2,12,23,11,10,7,3,1
6629,15,72,21,7,5,12,3,4,1,4,15,24,8,2,2,6,3
6630,2,12,5,3,0,3,1,2,0,0,0,3,2,2,1,1,0
6631,18,297,68,43,31,74,14,3,5,15,44,63,24,31,20,0,0
6632,4,141,25,28,4,32,7,2,9,2,18,26,10,13,5,0,0
6633,10,287,121,52,27,79,7,5,11,17,37,106,42,49,37,0,0
6634,3,69,18,6,0,6,11,2,1,10,9,19,9,0,0,1,0
6635,12,539,327,41,37,78,56,20,20,27,45,280,122,74,58,61,25
6636,18,682,314,71,12,83,120,19,3,52,76,278,110,97,84,30,10
6637,1,5,0,3,0,3,0,0,0,0,1,1,0,0,0,0,0
6638,3,15,5,3,3,6,1,0,0,1,3,7,2,2,1,0,0
6639,12,380,109,36,2,38,78,12,3,35,48,90,37,23,20,36,15
6640,8,304,79,28,7,35,26,20,9,19,31,68,25,29,24,17,5
6641,11,103,35,16,7,23,6,2,3,4,16,30,11,20,13,0,0
6642,5,88,27,16,9,25,6,4,2,5,12,34,9,9,7,8,2
6643,4,129,43,15,5,20,6,4,2,9,15,35,14,15,13,10,2
6644,4,19,3,2,1,3,3,1,1,0,3,3,0,3,3,0,0
6645,12,182,78,12,2,14,10,6,1,11,10,64,27,12,10,37,14
6646,13,406,176,22,4,26,38,7,1,13,22,131,63,35,33,46,17
6647,12,485,197,92,41,133,23,10,22,21,35,154,77,53,43,0,0
6648,10,397,178,35,9,44,58,28,5,22,33,123,59,56,40,50,20
6649,2,20,1,1,3,4,0,1,0,1,7,2,0,2,1,1,0
6650,4,54,20,9,7,16,1,2,2,2,17,14,8,8,4,0,0
6651,4,114,47,11,5,16,4,3,0,5,7,43,18,11,7,10,4
6652,3,26,8,2,0,2,5,0,0,0,2,7,4,0,0,0,0
6653,8,225,86,47,20,67,19,8,12,18,25,80,28,38,29,3,1
6654,4,45,12,10,4,14,1,3,0,2,10,16,6,0,0,0,0
6655,3,26,2,4,3,7,0,1,1,4,1,2,1,0,0,0,0
6656,13,526,317,134,54,188,49,14,35,50,43,246,120,119,76,1,1
6657,2,10,4,0,0,0,3,1,0,0,1,7,2,1,0,1,0
6658,9,194,52,11,1,12,17,5,1,13,18,53,19,4,4,26,10
6659,4,103,36,11,2,13,7,3,1,2,6,31,14,8,6,13,2
6660,12,239,57,23,3,26,14,5,6,13,21,51,19,11,11,22,8
6661,4,77,24,7,7,14,0,1,3,5,13,23,9,8,6,1,0
6662,13,334,75,33,8,41,17,4,1,6,32,68,27,0,0,46,21
6663,10,434,197,40,13,53,44,12,2,24,23,200,72,44,36,47,17
6664,16,576,215,56,5,61,48,21,1,12,44,159,77,34,26,68,35
6665,1,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
6666,4,52,10,9,3,12,2,0,3,4,8,9,4,2,2,0,0
6667,16,573,160,66,13,79,57,31,7,36,55,129,58,30,26,57,18
6668,3,17,7,2,4,6,0,2,2,1,4,8,3,1,1,0,0
6669,4,165,84,38,10,48,17,4,6,6,13,58,27,36,30,3,0
6670,3,41,13,7,2,9,0,1,1,0,6,12,4,6,5,0,0
6671,4,117,48,4,1,5,2,0,1,2,11,36,17,5,4,20,10
6672,12,100,38,8,10,18,7,2,0,5,30,29,17,4,4,0,0
6673,7,27,14,2,3,5,1,0,0,3,6,12,6,2,1,2,1
6674,3,84,30,18,6,24,1,0,5,6,9,24,10,14,10,0,0
6675,16,423,96,56,40,96,19,15,13,15,43,96,37,30,22,0,0
6676,3,21,3,3,1,4,2,1,0,1,4,3,1,1,1,0,0
6677,4,86,23,11,4,15,3,8,1,5,9,26,8,9,7,0,0
6678,14,132,29,9,10,19,5,4,7,6,31,15,9,20,11,0,0
6679,2,36,5,1,1,2,9,0,0,8,4,9,2,0,0,3,1
6680,6,42,13,7,1,8,4,4,1,1,4,10,5,3,2,4,1
6681,3,40,5,1,3,4,3,0,0,1,8,13,2,2,1,2,0
6682,5,77,18,8,7,15,2,4,2,3,16,14,7,5,4,0,0
6683,2,14,0,5,1,6,0,0,0,1,4,1,0,0,0,0,0
6684,6,50,12,8,1,9,4,3,0,0,4,8,3,7,5,4,1
6685,23,742,166,114,54,168,10,13,12,26,80,159,65,53,36,1,0
6686,16,382,94,53,30,83,31,22,16,18,50,87,32,22,13,47,17
6687,3,64,38,4,1,5,5,3,1,5,7,40,16,5,4,7,2
6688,5,189,104,9,0,9,7,5,1,10,17,64,38,22,22,11,6
6689,10,391,134,54,29,83,14,6,5,14,38,136,49,45,36,0,0
6690,4,56,17,4,5,9,9,1,0,3,3,21,6,6,5,3,0
6691,18,289,64,29,2,31,34,14,3,13,24,99,24,11,8,53,8
6692,22,1016,723,89,15,104,134,52,7,63,55,661,257,208,161,142,48
6693,8,182,56,20,6,26,18,8,0,7,18,48,21,14,10,14,4
6694,5,156,45,23,3,26,26,8,0,10,6,40,20,3,3,8,2
6695,13,281,76,13,3,16,41,10,1,10,24,88,34,15,8,1,0
6696,18,577,98,135,59,194,10,9,37,12,52,68,39,32,20,0,0
6697,3,108,57,16,2,18,7,3,1,7,9,44,22,7,6,16,7
6698,23,447,127,49,35,84,17,10,11,14,33,125,52,21,15,32,8
6699,9,101,30,6,3,9,6,4,1,2,8,25,12,2,1,15,5
6700,4,166,57,15,9,24,53,8,0,12,13,69,22,12,9,17,4
6701,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6702,4,55,17,7,4,11,5,4,0,2,5,22,7,3,2,5,1
6703,15,131,29,9,1,10,10,12,1,8,11,29,10,5,4,13,5
6704,10,222,57,31,20,51,12,13,2,13,30,50,24,14,9,1,0
6705,18,109,56,12,17,29,4,0,3,4,14,38,24,10,8,0,0
6706,13,48,5,4,6,10,4,0,2,2,4,13,1,5,3,0,0
6707,10,110,39,20,8,28,3,0,6,4,20,28,16,23,7,0,0
6708,3,71,16,7,3,10,5,3,0,2,7,16,5,4,2,14,4
6709,5,199,138,35,9,44,17,5,4,19,13,121,49,49,39,2,1
6710,5,96,49,9,2,11,3,3,4,7,21,34,19,12,9,2,2
6711,4,139,59,23,10,33,3,6,6,6,13,62,23,14,12,1,1
6712,5,160,52,25,13,38,8,2,5,9,19,54,22,9,7,8,1
6713,2,9,0,0,0,0,3,0,0,1,1,6,0,0,0,2,0
6714,10,419,249,44,18,62,57,12,3,30,24,208,84,88,74,21,7
6715,3,98,16,8,1,9,4,1,0,7,6,13,5,6,6,1,0
6716,4,43,4,5,1,6,5,0,0,2,6,10,2,0,0,5,0
6717,4,178,135,20,6,26,33,7,5,8,11,123,51,38,31,10,2
6718,4,35,6,5,4,9,4,1,0,1,7,5,2,2,1,1,1
6719,23,892,336,95,24,119,121,34,3,46,67,301,125,75,59,64,27
6720,4,112,48,13,5,18,7,0,3,3,13,48,19,4,3,18,7
6721,4,177,125,13,7,20,10,3,2,11,3,90,41,30,28,35,15
6722,4,50,6,6,1,7,3,1,0,1,5,10,2,2,2,1,0
6723,5,31,4,5,5,10,1,0,3,2,6,5,2,0,0,0,0
6724,3,91,35,13,3,16,3,0,5,5,9,25,12,19,11,0,0
6725,2,5,2,0,0,0,0,1,0,2,1,3,1,0,0,2,0
6726,23,981,319,203,113,316,17,15,72,36,56,208,102,148,115,1,0
6727,7,44,21,8,7,15,1,1,1,1,8,17,9,0,0,4,3
6728,10,370,136,26,6,32,64,6,1,25,19,108,45,34,30,39,16
6729,4,49,10,7,5,12,3,1,3,3,9,13,5,0,0,0,0
6730,10,399,234,67,14,81,14,11,8,14,37,163,69,94,83,46,13
6731,12,391,111,56,20,76,21,12,7,22,29,108,47,17,14,8,3
6732,23,123,33,7,2,9,23,0,0,8,12,27,10,14,13,0,0
6733,4,157,39,38,12,50,7,0,10,7,13,39,17,10,5,1,0
6734,16,676,487,156,91,247,51,7,38,57,55,344,191,200,105,0,0
6735,5,64,8,12,6,18,1,0,2,2,10,11,4,4,0,0,0
6736,4,134,34,31,11,42,9,5,6,9,15,26,16,11,2,0,0
6737,4,137,34,11,3,14,7,7,1,6,10,53,14,0,0,17,6
6738,3,5,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0
6739,3,19,5,3,1,4,0,0,0,0,3,8,2,0,0,4,1
6740,2,17,13,3,1,4,4,2,0,0,0,10,6,1,1,1,0
6741,8,110,43,10,2,12,15,6,0,6,10,35,18,4,3,9,4
6742,3,117,41,15,2,17,7,8,2,12,14,38,16,9,6,17,3
6743,8,141,48,32,23,55,2,1,7,6,30,30,19,17,10,0,0
6744,5,100,39,3,16,19,1,1,2,6,12,30,16,10,7,1,0
6745,6,46,10,7,5,12,2,2,0,0,6,10,5,0,0,1,0
6746,13,326,108,23,1,24,44,11,0,22,15,86,39,22,17,39,13
6747,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6748,2,9,3,1,0,1,2,0,0,1,0,1,0,4,3,0,0
6749,3,25,10,6,5,11,0,1,2,2,9,5,4,6,2,1,0
6750,5,144,61,19,3,22,3,3,1,7,10,52,24,8,7,14,6
6751,4,114,60,10,6,16,4,6,2,9,14,50,21,22,14,16,4
6752,13,409,216,114,39,153,22,17,31,28,42,159,75,95,66,1,0
6753,10,192,69,24,9,33,9,4,4,5,12,60,31,6,6,3,1
6754,18,687,350,90,26,116,60,11,24,46,43,322,138,56,50,62,24
6755,4,82,35,11,3,14,2,2,3,5,16,40,12,14,9,10,2
6756,4,164,72,15,3,18,11,6,1,9,18,79,30,7,7,16,5
6757,13,215,64,33,16,49,4,3,1,10,38,55,23,20,17,3,1
6758,5,214,71,32,4,36,15,3,1,2,13,56,25,12,11,22,10
6759,3,104,34,17,8,25,8,1,7,2,12,29,14,8,6,2,0
6760,1,12,2,4,1,5,0,0,2,1,2,2,1,0,0,0,0
6761,3,32,14,5,0,5,1,0,0,2,3,6,4,6,4,3,2
6762,7,13,3,2,0,2,0,0,0,3,2,4,1,1,1,2,0
6763,16,290,70,45,10,55,43,10,1,16,37,72,27,9,6,29,10
6764,4,52,13,9,5,14,0,2,3,3,15,16,6,2,1,0,0
6765,3,122,51,8,5,13,7,2,1,10,3,34,16,16,15,11,4
6766,23,717,214,60,26,86,104,27,2,45,63,210,87,55,40,7,0
6767,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
6768,5,212,92,12,3,15,17,5,1,20,17,86,35,25,19,14,3
6769,3,36,11,3,0,3,1,1,1,2,5,12,4,2,2,4,1
6770,1,8,2,1,0,1,0,0,0,1,0,2,1,0,0,0,0
6771,2,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
6772,5,186,49,17,11,28,57,10,3,7,19,37,17,21,15,8,0
6773,8,307,173,34,17,51,3,5,3,18,17,128,52,62,60,26,9
6774,3,114,53,8,1,9,13,2,1,9,6,46,19,13,13,13,2
6775,2,19,8,2,2,4,2,2,0,1,1,6,2,6,4,0,0
6776,4,143,56,14,4,18,10,5,3,12,6,37,18,25,20,1,0
6777,2,10,1,0,3,3,0,0,0,0,2,4,0,2,1,0,0
6778,5,186,72,39,17,56,9,2,5,9,26,47,25,31,22,0,0
6779,18,479,203,59,22,81,29,9,10,21,52,143,64,65,53,51,22
6780,8,57,4,11,6,17,0,0,0,2,8,9,2,0,0,0,0
6781,4,75,12,18,10,28,0,0,7,1,11,16,6,0,0,0,0
6782,8,141,60,21,7,28,11,3,1,6,18,46,20,12,12,14,8
6783,5,57,3,2,0,2,8,0,1,1,13,10,1,0,0,2,1
6784,12,76,14,9,5,14,3,1,1,1,12,15,5,8,4,0,0
6785,3,128,50,19,5,24,7,1,3,4,9,51,19,14,8,11,4
6786,5,23,10,2,0,2,1,1,1,1,1,8,3,3,3,2,1
6787,5,86,25,5,2,7,7,2,0,8,8,27,8,6,6,12,3
6788,8,348,186,58,34,92,25,9,8,31,29,196,76,49,34,1,0
6789,10,394,170,26,4,30,39,16,1,14,28,134,63,41,31,33,13
6790,12,486,165,29,6,35,50,15,8,16,34,160,69,25,17,28,10
6791,8,191,70,18,0,18,23,8,0,21,14,61,26,7,7,30,11
6792,11,164,35,25,20,45,9,10,6,6,23,24,12,22,11,0,0
6793,3,14,7,2,4,6,0,0,2,1,2,4,3,3,1,0,0
6794,17,378,134,77,45,122,12,11,24,12,57,120,59,28,16,0,0
6795,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
6796,3,76,44,4,3,7,7,2,0,6,1,30,13,18,16,6,2
6797,16,560,192,37,13,50,76,21,0,28,58,197,82,35,28,0,0
6798,4,158,61,8,3,11,13,5,0,7,14,42,20,21,17,17,4
6799,5,167,59,24,6,30,16,13,3,9,19,54,22,13,9,13,6
6800,10,294,113,19,5,24,34,6,1,14,25,118,43,17,13,39,14
6801,9,152,48,20,7,27,13,10,1,12,21,41,16,21,16,0,0
6802,5,144,66,14,11,25,4,3,6,4,23,58,29,9,7,1,1
6803,4,6,2,0,0,0,1,0,0,0,2,3,1,0,0,1,0
6804,5,149,39,17,6,23,14,3,4,9,12,34,14,4,4,16,7
6805,10,177,80,16,4,20,21,5,1,19,14,61,29,8,5,38,17
6806,16,443,97,82,39,121,13,10,30,11,51,86,42,21,13,0,0
6807,3,8,2,0,1,1,0,0,0,0,0,3,1,0,0,2,0
6808,5,45,6,4,0,4,2,2,3,5,6,6,3,0,0,1,0
6809,16,661,324,46,14,60,80,23,3,37,30,257,114,86,71,59,25
6810,3,134,66,14,1,15,17,3,1,9,14,51,23,20,14,15,6
6811,5,88,7,4,10,14,2,2,2,4,9,8,2,4,3,0,0
6812,4,39,6,4,3,7,1,2,2,1,7,4,2,2,2,0,0
6813,10,345,68,24,9,33,14,11,7,7,28,61,25,14,7,25,11
6814,1,3,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
6815,7,25,6,4,1,5,0,0,1,1,9,6,3,0,0,0,0
6816,2,6,1,2,2,4,1,0,0,1,3,2,0,2,1,0,0
6817,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
6818,2,3,5,0,0,0,0,0,1,0,0,2,2,0,0,1,1
6819,9,331,92,57,29,86,14,6,12,18,37,75,32,37,28,0,0
6820,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6821,19,833,506,83,28,111,87,27,17,54,65,431,187,145,110,58,22
6822,9,91,21,4,8,12,1,1,2,1,14,20,9,6,3,0,0
6823,7,105,27,13,13,26,4,3,1,3,15,25,12,4,3,1,0
6824,2,10,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
6825,9,254,122,46,14,60,16,6,23,17,34,110,49,34,24,1,0
6826,5,163,59,17,2,19,37,4,0,20,15,54,21,10,9,17,8
6827,16,644,177,73,19,92,79,33,9,44,64,132,54,65,52,64,17
6828,5,174,67,26,14,40,8,2,8,14,19,48,26,16,15,0,0
6829,5,49,12,0,1,1,14,5,0,3,8,12,4,6,4,1,0
6830,5,191,64,31,15,46,10,1,7,5,10,42,22,20,16,13,4
6831,17,227,49,17,24,41,7,5,6,12,48,33,12,38,25,0,0
6832,4,47,22,3,4,7,0,0,0,4,11,18,10,2,2,0,0
6833,4,59,24,10,4,14,2,1,1,6,7,20,8,8,6,6,2
6834,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6835,4,59,28,5,0,5,4,5,2,3,4,25,10,4,4,5,4
6836,10,221,57,13,1,14,12,4,0,5,32,39,22,11,8,13,5
6837,10,224,95,24,3,27,15,7,3,5,13,77,35,22,19,16,6
6838,5,202,85,37,16,53,7,2,5,10,17,75,34,28,17,0,0
6839,9,401,203,47,16,63,71,32,5,27,36,188,71,67,40,62,21
6840,3,70,7,14,6,20,4,4,3,2,16,11,3,2,1,0,0
6841,2,9,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0
6842,14,227,66,26,8,34,16,8,5,15,13,65,23,12,7,33,13
6843,16,535,216,103,46,149,27,18,20,37,76,151,70,98,74,7,2
6844,2,5,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0
6845,3,38,10,5,3,8,2,1,0,1,2,12,4,4,2,0,0
6846,2,3,0,2,0,2,0,0,0,1,1,1,0,0,0,0,0
6847,9,380,248,102,28,130,45,6,39,37,22,181,82,101,83,3,1
6848,3,8,0,1,1,2,1,0,1,0,2,1,0,0,0,0,0
6849,4,67,26,17,5,22,4,1,4,2,12,25,8,17,10,1,0
6850,10,155,28,15,5,20,8,0,1,2,19,33,10,4,1,20,7
6851,8,373,197,37,13,50,18,12,4,15,24,148,69,50,45,37,14
6852,19,649,193,52,10,62,52,19,1,20,49,168,60,56,44,81,29
6853,5,78,20,19,5,24,7,3,1,9,13,13,7,9,4,4,2
6854,19,652,186,78,24,102,64,21,6,45,70,139,67,49,37,43,15
6855,5,20,6,1,1,2,0,0,0,0,5,3,2,2,2,0,0
6856,3,130,72,40,16,56,15,5,5,12,11,56,24,32,23,2,1
6857,4,147,34,26,4,30,9,2,1,3,18,32,12,4,3,18,7
6858,19,327,95,44,24,68,11,11,10,12,51,104,38,15,11,35,8
6859,4,127,18,23,8,31,9,3,1,2,7,22,8,2,2,0,0
6860,4,57,20,7,2,9,4,2,1,3,6,17,10,2,0,2,0
6861,5,119,51,13,13,26,7,5,0,5,12,44,22,9,7,0,0
6862,20,418,177,41,13,54,18,13,0,16,29,133,65,47,39,22,8
6863,2,4,2,1,0,1,0,1,0,0,1,1,1,0,0,0,0
6864,19,703,176,118,36,154,61,33,16,30,66,136,61,38,30,62,24
6865,4,106,51,4,0,4,6,0,0,8,4,48,18,16,15,5,0
6866,18,132,36,5,2,7,10,2,0,5,19,45,14,0,0,29,8
6867,5,209,150,17,1,18,21,13,0,12,8,118,45,63,51,27,9
6868,16,374,175,37,15,52,32,14,3,18,31,146,65,43,34,43,11
6869,3,5,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0
6870,4,12,6,1,0,1,0,0,0,3,2,3,2,6,2,0,0
6871,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6872,5,70,18,8,4,12,4,0,5,4,18,23,9,2,0,0,0
6873,20,441,139,76,16,92,25,11,9,26,40,114,53,60,33,2,0
6874,19,161,50,12,2,14,21,6,0,8,24,53,20,11,9,10,1
6875,2,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
6876,10,181,43,20,1,21,25,5,0,6,14,42,16,4,3,27,8
6877,3,35,11,6,2,8,0,1,0,2,8,7,2,10,7,0,0
6878,3,39,19,4,0,4,5,1,0,1,6,14,6,5,5,8,2
6879,20,803,391,122,42,164,182,34,8,67,40,354,147,99,80,90,17
6880,4,122,35,11,4,15,4,7,10,6,10,28,11,16,13,4,0
6881,20,580,241,44,19,63,45,32,9,17,37,216,94,45,35,68,18
6882,8,245,90,43,18,61,5,2,22,6,39,78,39,11,6,18,6
6883,4,53,20,6,0,6,6,1,0,4,6,16,6,10,6,5,2
6884,4,56,17,2,1,3,2,2,1,3,10,23,8,4,0,5,1
6885,3,79,38,7,4,11,2,1,0,2,10,32,12,13,13,6,1
6886,5,80,20,5,1,6,10,2,0,1,7,17,7,5,5,3,1
6887,3,30,4,0,1,1,1,1,0,1,6,4,1,2,1,2,1
6888,9,286,69,44,32,76,14,10,6,10,26,59,29,13,9,6,2
6889,20,384,123,60,44,104,14,5,27,23,51,106,52,31,19,0,0
6890,7,10,0,2,0,2,0,0,0,1,1,1,0,0,0,1,0
6891,8,168,98,28,17,45,5,0,15,17,30,40,22,71,54,0,0
6892,4,163,80,27,3,30,18,5,3,11,11,73,30,28,20,1,0
6893,4,124,57,17,14,31,11,3,6,5,5,50,21,16,12,6,3
6894,7,14,3,0,0,0,0,0,0,0,1,5,1,1,1,4,0
6895,20,749,336,86,30,116,57,24,25,52,86,304,129,110,76,9,2
6896,1,10,0,1,0,1,1,0,0,0,0,6,0,0,0,1,0
6897,5,205,59,26,5,31,9,4,2,5,11,57,24,17,10,3,1
6898,14,194,44,26,8,34,4,4,0,4,19,38,17,9,7,18,3
6899,4,178,123,19,6,25,22,2,7,13,11,91,42,46,34,16,5
6900,4,40,8,3,3,6,1,1,2,1,5,8,4,0,0,0,0
6901,5,146,53,16,2,18,12,10,0,10,12,46,20,10,7,16,6
6902,7,21,6,3,1,4,0,0,0,1,8,5,3,0,0,0,0
6903,5,117,39,10,0,10,4,1,1,3,9,36,18,4,3,0,0
6904,5,180,56,32,17,49,7,4,2,7,16,44,20,20,16,0,0
6905,4,72,19,5,0,5,5,4,0,4,8,21,7,4,4,8,1
6906,5,198,118,16,0,16,14,8,1,14,10,83,42,24,21,31,13
6907,3,34,8,2,0,2,3,1,1,0,5,9,3,2,2,0,0
6908,5,173,44,39,14,53,3,2,9,11,16,31,14,26,16,0,0
6909,9,160,69,14,10,24,6,3,0,7,17,59,27,19,15,1,0
6910,8,122,37,10,3,13,1,3,0,2,22,23,16,8,5,0,0
